x1,x2,y
-0.5009384970143946,0.18080975764781693,0
-0.6163027083115996,-0.018344894937709764,0
-0.6657901301041339,-0.1855291250998392,0
1.3492994113490318,-0.822486503421806,1
1.5575177802581093,1.4217564284605255,1
2.9591955689907983,2.089403909443688,1
-0.7717702811906829,-0.29135499604689974,0
-0.7511250819561867,-1.956681577711924,0
-1.077361121035475,0.898851274692636,1
-0.1702881285249649,0.47134845403633774,1
-0.8891080732270926,-0.9811394807062142,0
2.583184073994104,-1.3604314810919456,1
-0.877910944756573,1.0256616038426727,0
-0.45921094650765043,-0.8427746588043078,0
-0.7724960990549156,0.5737079419159669,0
0.25724566927792325,-0.35915562986947,1
-1.7766471947279547,-0.34109731327146164,0
-0.762332140013008,1.1549016692564602,0
-0.8358982839249517,1.5781439808388271,0
-0.8691340718781155,-0.10449079303605613,0
-0.32884320429188757,0.9003781113014627,1
0.7618798327784241,-0.9810949153031564,1
1.5873183831584947,-0.27616025011831613,1
1.7066746402829993,1.6209749450085866,1
0.45504622057220534,0.37531227349786794,1
-2.030186329820255,-0.2311948651695632,0
0.3059647130944566,0.9110887006461648,1
0.27577219756713817,-0.21216085424031147,1
-0.8177448751623753,0.36857401533673273,0
-0.01211669747972696,-0.66874934735145,1
0.9953986958723443,1.2495933656918932,1
-0.4540218528291767,-0.43364972894454945,0
1.0721023148220334,-0.7302428880617021,1
-2.3190714568155775,-0.9415089748758247,0
0.6431044000546569,-0.49144055655383573,1
0.7837435249357924,-0.5801514104318889,0
-0.25565996808944924,-0.930961236346775,0
1.8704000291456726,-0.04004449707100411,1
0.5811579924724,0.3448608470976332,1
0.4091332616597072,0.03606416849904409,1
-1.0175036146349044,0.4171362649944913,0
1.34241384170623,-1.2562249669120553,1
-0.661135579138804,-1.0545850430599568,0
-0.12879933974084595,0.07374521481407047,1
-1.3113389744551662,-2.756845226861079,0
-0.008948388694257235,1.0823536979179922,1
1.0244864440792665,-1.9264281866368984,1
-0.2627137092894223,-0.17082960399497063,0
0.06563681365341638,1.6861642036257596,1
-1.5896232236905525,-1.22462187040194,0
-0.596854109526387,0.7624601442399639,0
-0.1088418369332404,0.3931927471506879,1
0.7074079606452566,-0.12429028456847255,1
-0.7276834238443076,0.3629924221130359,0
-0.6721592009216973,0.9977300621937177,0
-0.5501144521102544,0.6002012895369335,0
-0.8607783801334737,0.5904999944010771,0
0.9908927722741472,-0.7110855344705078,1
-0.6011720060850838,1.4249738216956935,0
0.498592177280623,-0.9223082119914617,0
0.23357662431592502,-0.017755514936837198,1
-0.04717147187769101,-1.816714926584799,0
-0.3748067403156493,-0.8977454228988913,0
0.8522800976792522,1.6186549516462596,1
0.7856528908509098,-1.2254853394048433,1
-0.6035654301938469,1.435939873266869,0
-0.8806093590124975,0.003883011399575174,0
0.25873738158220244,-0.04369888565202496,1
-0.5977214858237409,0.31157044227259384,0
-0.8097840930834573,0.46242773437123097,1
-0.8281198277701661,-0.18776360313421875,0
0.9837362034109841,-0.6064145888912673,1
1.821938911502528,1.1835685155141198,1
-0.3882406068324251,-0.6351032051080618,0
1.414067445032961,1.5012994762757488,1
-0.5120436966921211,1.479856464787619,0
-0.030338010356984677,0.6097292981861725,1
1.369333730724855,-0.6394103729515668,1
-0.40357917847438113,1.0922630978204755,0
-0.4388900625191687,-0.5854105984142194,1
0.7081769361174712,1.9275365491558165,1
-0.7636172266662379,1.0247341917450477,0
0.5748745238079429,0.4737194224321224,1
-0.7868685004828874,0.7125043879974142,0
-1.013145091068092,-0.5563239029698163,0
0.7121084127068121,-0.30757661504703604,1
1.4994964232890846,-1.6768199755244295,1
-0.7131915146195367,1.4655102272899296,0
0.013258605383246847,-0.2381990638425337,1
0.4633348020359323,-1.4986050192619065,1
-0.9499499619992091,-0.782230808916085,0
0.23411359833761422,-0.32957665738228736,1
1.0814711020167647,-0.11364242520807571,1
-0.9850204103652548,-0.24243581331267056,0
1.4677204659732477,-0.12227247144512435,1
-0.6679311868473712,0.3289139871600628,0
-0.57818032329632,-0.6325257470781412,0
1.9631407209462004,0.3342234537830847,1
-0.27306752094561715,-2.8424536312924733,0
-1.4631215704819662,0.3670131016187831,0
